,id,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,feat_70,feat_71,feat_72,feat_73,feat_74,feat_75,feat_76,feat_77,feat_78,feat_79,feat_80,feat_81,feat_82,feat_83,feat_84,feat_85,feat_86,feat_87,feat_88,feat_89,feat_90,feat_91,feat_92,feat_93
48602,48603,0,0,0,2,1,1,0,4,1,0,2,0,4,1,0,8,0,1,0,0,0,2,0,4,1,2,0,1,0,1,0,1,0,0,1,1,0,1,0,0,3,0,0,3,0,0,1,2,0,0,0,0,1,1,0,0,1,0,0,0,0,3,1,1,0,0,2,10,0,0,5,1,0,0,0,0,0,2,2,7,0,0,0,0,0,0,0,0,16,0,0,11,0
44874,44875,0,0,2,0,0,0,0,1,0,1,0,0,2,0,0,3,1,0,0,0,0,1,0,3,1,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,6,0,1,1,0,0,2,1,0,0,0,0,3,1,0,0,0,0,8,0,1,0,0,1,1,16,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0
21553,21554,0,0,0,0,1,0,0,1,0,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,1,0,2,4,0,0,3,0,2,16,3,0,0,0,1,2,0,0,0,0,2,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,4,0,3,1,0,0,0,0
17181,17182,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26085,26086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50946,50947,0,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9,3,0,0,2,7,0,0,0,1,1,0,0,1,0,0,2,0,0,3,0,0,0,0,0,1,0,0,0,6,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,4,0,1,4,0,22,1,0,0,0,1,0,3,0,2,1,0,0,0,1,0,0,1,1,1,0,51,0,0,0
43499,43500,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,3,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,5,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,0,1,2,0,0,0
17351,17352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,15,7,0,0,0,0,0,0,0
53083,53084,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,3,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
31014,31015,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59317,59318,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,6,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
6997,6998,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3146,3147,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
4256,4257,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
57812,57813,0,0,0,0,0,0,0,7,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,5,2,0,0,0,3,0,0,0,4,0,0,20,0,0,0,0,0,1,0,1,0,0,0,7,1,0,0,0,0,1,0,0,0,0,2,2,0,2,0,4,0,5,14,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0
6385,6386,1,0,0,4,0,1,0,0,9,0,1,0,0,0,1,7,1,2,0,1,0,0,0,3,1,1,0,0,0,0,1,7,3,0,1,0,0,4,0,3,0,2,0,0,0,0,2,7,1,0,0,0,0,1,0,0,0,0,0,1,0,11,7,6,0,21,6,0,1,4,0,2,0,1,0,3,0,0,0,4,0,0,0,0,1,2,4,8,8,0,0,0,2
37713,37714,0,0,0,2,0,3,0,0,0,0,1,1,0,0,0,0,0,6,0,1,0,9,0,13,0,2,0,0,0,0,0,0,1,1,2,0,0,1,0,0,2,3,0,2,0,1,0,0,0,0,0,0,0,4,1,0,10,0,0,10,0,3,0,1,1,2,2,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,4,0
39966,39967,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3725,3726,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
7330,7331,0,0,0,0,0,0,0,4,0,0,0,4,7,3,0,2,0,1,0,0,0,1,0,1,7,0,0,0,0,0,0,0,2,1,0,2,1,0,0,4,0,2,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,4,0,4,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
3414,3415,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53682,53683,0,0,0,1,0,0,9,1,3,0,0,0,0,0,0,1,0,0,1,1,0,0,9,0,1,0,0,0,2,0,0,0,1,0,3,1,1,1,0,1,0,0,0,4,2,0,0,0,0,2,0,0,0,2,3,0,0,0,0,0,0,0,0,1,2,0,0,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
46861,46862,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,5,0,0
53663,53664,0,2,0,0,2,0,4,2,0,0,0,0,12,0,0,4,0,0,2,6,0,1,0,8,0,0,0,0,1,0,0,3,0,0,0,2,2,3,1,2,1,0,0,1,0,0,6,2,0,2,0,0,0,2,0,0,0,0,0,0,0,4,0,4,0,1,3,3,0,3,0,1,1,1,0,14,0,29,0,0,0,0,11,2,0,0,2,0,1,0,0,0,0
58989,58990,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,6,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,1,0,0,1,0
52354,52355,1,4,0,0,0,0,7,8,0,0,16,0,11,0,0,0,0,2,0,9,0,0,6,44,2,0,0,0,0,1,1,9,1,0,3,0,0,16,6,1,0,0,2,1,1,0,1,2,3,7,0,0,1,4,1,2,0,16,0,1,0,4,1,5,2,1,15,0,32,8,0,5,3,3,1,80,0,2,1,0,3,1,3,0,4,1,0,1,0,6,0,0,0
40238,40239,1,0,6,9,0,0,0,0,0,0,9,0,0,0,0,3,0,2,0,0,0,2,0,0,0,7,3,4,0,0,0,2,0,1,2,0,0,0,0,0,0,4,0,0,0,2,0,2,0,0,0,0,0,12,5,0,1,0,0,2,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,6,0
46282,46283,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,0,0,0,0,0
22061,22062,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24807,24808,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3008,3009,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,4,2,0,1,0,4,1,0,0,0,0,0,0,9,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,10,0,0,8,0,0,3,2,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0
31159,31160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51289,51290,0,3,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,6,105,2,0,0,0,13,0,0,0,0,0,0,0,7,0,0,1,0,0,3,0,0,0,0,0,2,0,0,0,3,0,1,0,0,0,3,0,0,0,3,0,1,0,0,1,1,0,0,1,0,21,1,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,1,0,12,0,0,0
50569,50570,0,6,28,26,0,0,0,0,2,0,0,0,2,6,0,2,0,0,0,0,8,2,0,2,0,0,0,8,2,0,0,0,0,2,26,2,0,0,0,2,0,0,4,2,0,22,0,0,4,0,0,0,0,42,0,0,0,0,0,0,0,6,2,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,2,6,0,4,0,0,0,0,0,0,0,0,0,0,0
46995,46996,0,0,0,0,0,0,0,2,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,7,0,2,0,0,4,0,30,0,0,0,0,0,15,0,0,2,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,9,0,1,0,0,0,0,1,1,3,0,0,2,1,0,0,0,0,1,0,0,0,0,0,2,0,0
20465,20466,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,5,1,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
42622,42623,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,5,0,1,0,0,0,0,0,0,0,13,0,0,0,0,1,1,2,1,3,0,0,0,0,2,0,4,2,0,0,1,0,0,0,0,0,0,0,4,1,0,2,0,0,10,0,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,6,0
53224,53225,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,7,0,1,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0
17303,17304,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0
25039,25040,1,0,1,1,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,1,2,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21708,21709,1,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,9,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
60346,60347,0,0,0,3,0,1,0,1,0,2,0,0,2,1,0,3,0,0,0,1,0,1,0,1,5,1,3,0,3,0,0,3,2,3,0,0,0,0,0,0,3,7,0,1,0,0,0,3,0,0,0,0,26,9,2,0,0,0,0,2,0,9,0,0,2,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,2,0,0,3,0,0,3,0
15533,15534,6,0,0,0,0,0,0,0,1,0,1,0,2,5,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,1
60733,60734,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,3,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18304,18305,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,17,0,3,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
26073,26074,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,2,19,0,0,0,0,0
47052,47053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
5915,5916,1,0,2,1,0,0,0,0,0,1,0,0,0,2,1,6,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,5,2,0,0,0,0,0,2,0,1,0,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2,0
3352,3353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
20396,20397,0,0,1,0,2,0,0,0,0,1,0,0,0,9,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,6,1,0,2,0,4,1,2,10,5,0,0,0,1,1,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,1,0,1,0,0,9,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,0,3,3,0,0,0,0
60436,60437,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0
12760,12761,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1,2,0,2,0,1,0,0,3,0,0,0,0,0,1,3,0,1,0,0,0,2,1,4,0,0,2,0,1,1,0,1,1,6,0,0,0,2,0,0,0,2,0,0,0,1,1,22,1,0,6,0,1,5,0,1,0,1,1,0,0,1,0,0,0,0,0,0,6,2,0,5,1,0,0,0,0
53622,53623,0,1,0,0,0,0,0,3,0,2,0,1,0,0,0,1,1,0,0,1,0,3,0,6,1,0,0,0,0,0,0,0,1,1,0,4,1,2,1,2,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,5,0,1,0,2,2,0,2,0,4,0,1,0,0,7,0,19,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
15045,15046,0,0,0,0,0,0,0,0,0,0,1,0,0,9,1,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0
5554,5555,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53229,53230,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3485,3486,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
4594,4595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,0,0,0,0,0,1,0,1,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,1,2,0,0,1,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
50926,50927,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,4,0,1,0,1,1,3,0,2,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,2,0,0,0,2,0,0,0,1,0,5,5,0,0,0,0,0,0,1,0,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
57276,57277,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34268,34269,0,1,22,6,0,0,0,0,1,0,9,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,40,0,0,0,0,0,1,0,11,0,0,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
47631,47632,0,3,3,1,1,0,6,0,0,2,0,0,1,5,0,8,5,1,2,6,0,18,6,8,4,0,0,1,1,0,0,4,0,0,8,3,0,13,28,2,0,0,1,11,24,0,1,0,11,8,0,0,1,20,2,1,1,0,0,1,0,3,0,2,0,4,1,0,1,12,0,6,0,0,0,0,0,0,1,2,1,1,1,0,4,0,2,0,3,5,0,1,0
57906,57907,0,0,3,3,0,0,1,6,0,1,0,0,0,0,0,2,2,0,0,0,0,2,0,1,0,3,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,3,0,1,0,1,0,2,2,1,2,0,0,5,0,0,0,0,0,0,1,7,4,0,0,0,4,2,0,3,1,0,0,0,0,0,0,0,0,5,2,1,0,0,0,1,0,0,24,0,1,2,1
30514,30515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
26351,26352,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,0,0,10,0,0,1,0,1,0,1,1,1,0,0,0,0,0,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
32736,32737,0,1,0,0,0,0,0,0,1,0,7,0,2,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,0,1,1,0,0,0,0,0,0,1,0,0,0
20043,20044,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37114,37115,0,2,2,0,0,0,2,0,0,0,5,0,2,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,3,0,0,0,2,0,3,0,0,0,0
24108,24109,0,0,0,0,1,0,0,2,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,2,1,0,4,1,2,2,0,1,0,1,14,1,0,0,0,0,2,4,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,20,0,0,1,0,1,0,0,0
37289,37290,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,1,0,0,0,0,0,2,0,2,2,4,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,7,0,0,1,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,1,0,1,0
