x,y
1.310272185585710680e+00,-4.507062492975247636e+00
6.315844393771897103e+00,2.369660646710583407e+00
6.589888241508734978e+00,2.936074846761652424e+00
1.481051361253257204e+00,-3.028759478136142658e+00
6.783783991922879508e+00,9.396844522026226443e-01
9.188410004165934453e+00,3.709866663416271138e+00
2.432115844419031170e+00,-4.632095023969032610e+00
6.041315724093728079e+00,2.251854638551398224e-01
1.260169552707925744e+00,-3.980531588795300557e+00
3.466287165783357160e+00,-2.608608815968107564e-01
4.336246759554219565e+00,1.927838920841287162e-01
8.058142949174300185e+00,3.243676304787744158e+00
7.269494430712407862e+00,3.343573010622005626e+00
7.404169010941701323e+00,2.637124299009270700e+00
6.338911138702147063e+00,1.624887016041335563e+00
6.266516773968938026e+00,1.668737904638345704e+00
9.381731460531673505e+00,3.280391951614332058e+00
5.587927022834029422e+00,9.132090115933921837e-01
1.906897834510381085e+00,-4.362130536322450070e+00
5.094466327368109226e+00,8.926095935342210907e-01
7.557881694804899020e+00,1.187973246848042841e+00
3.524877642126738042e+00,-1.549482537361824619e+00
3.522044040429623823e+00,-3.017013740706975256e-02
3.500211714724455359e+00,-7.294968554465537380e-01
8.371657494492515283e+00,2.372486443607874307e+00
6.778222753235216835e+00,2.068625644643773853e+00
8.745986749191960286e+00,4.155585082403138841e+00
7.074893798594223071e+00,3.010262282212082141e+00
1.749329600195272949e-01,-3.360597472183362022e+00
5.566010663328476049e+00,7.888332290968689264e-01
2.164650597923973407e+00,-3.353335441182008214e+00
7.335522964431580029e+00,2.593935230005326886e+00
2.159770134140289510e+00,-3.162320951443314598e+00
6.866338635913367128e+00,3.517450845499979550e+00
3.560499446587595873e+00,-9.269508982214045290e-01
5.696586964117972052e+00,1.250773834850433808e+00
3.347626595182939813e+00,-2.628635494392118410e+00
6.359163450861565536e+00,1.499769273610488618e+00
6.076957705171474267e+00,1.823703618337459531e+00
4.577854009593808726e+00,7.358670723002269654e-02
9.077712124880356725e+00,3.440281952128378506e+00
7.092641534028241601e+00,2.265534450309490744e+00
7.983959179080363455e+00,1.892231786571182184e+00
8.148470994607796669e+00,5.958209473275797308e-01
7.049190893420747450e+00,1.528180706622702445e+00
5.401382073190708510e+00,1.332544103293315629e+00
4.316386032182490951e+00,1.789915414858853637e-01
6.974804759973454615e+00,1.431914970497095929e+00
6.820993251743914243e+00,3.199771035109558071e+00
3.228553938958803382e+00,-1.953997479874278742e+00
5.401962199350135663e+00,2.226944396706143081e-01
6.008635915278627060e+00,2.138588880307473516e+00
7.938320982471396725e+00,3.728004829031307921e+00
1.038425781720659558e+01,4.296345617078381807e+00
1.743346251245291856e-01,-4.516581367876938202e+00
-2.228152716299836023e-01,-4.467238649193413735e+00
1.022453386160147382e+01,4.495471687420879547e+00
6.045885795403377116e+00,9.693573747711292654e-01
-5.015413552553165122e-01,-4.943616898062597187e+00
2.676911594570184683e+00,-4.061988611362953527e+00
7.833824899175910517e+00,3.820550662103370243e+00
3.615673364617040253e-01,-3.508751816632311726e+00
1.628809205626579271e+00,-4.802659052785781313e+00
5.649454501778341964e+00,-3.301177073745087398e-02
2.587390134839003153e+00,-1.612096099374683789e+00
1.912595441291877751e+00,-1.927167273106353829e+00
1.986006799670783307e+00,-1.209226179446666549e+00
4.629271286603748869e+00,-8.018840338992863082e-01
1.189494565382073876e+00,-3.287548884959365925e+00
4.629416813682543541e+00,-2.435441998410929898e-01
4.169997587018607454e+00,-4.961599593531653696e-01
1.044559095996797282e+01,4.874544560464560305e+00
5.147111047652423998e+00,-1.685166888635961868e+00
1.249321758021464390e+00,-4.979577593192670903e+00
9.884797162851288732e+00,4.532828022238703625e+00
5.020344910923748571e+00,1.593788545944096136e+00
1.923007769072542894e+00,-3.403001746743447242e+00
2.503063539709978080e+00,-2.835498095755988324e+00
6.863655499858321019e-01,-4.575309002167688988e+00
5.344524962191286477e+00,9.240193507702603171e-01
3.982783602818697144e+00,-2.027045389786881202e-01
3.832043970407430500e+00,-1.524861301474667918e+00
6.381923787649809832e+00,1.187850831423960862e+00
7.207499324809136354e+00,2.437418954609309907e+00
8.597882123582152758e+00,2.932435328328422131e+00
8.458528814061474499e-01,-2.423560657525545281e+00
9.889353448454092366e-01,-2.931346504857272883e+00
6.781928404634733454e+00,2.257331180283532746e+00
2.975588215577240181e+00,-1.649735113631708217e+00
4.326497441320195314e+00,-1.027963826487946264e+00
2.989946508694165117e-01,-4.498250587830919578e+00
2.832087930375320362e+00,-2.891292898545136936e+00
6.633805103118854518e+00,3.049616288194876290e-01
1.637502798936752768e+00,-3.876290039334344684e+00
6.074304671133336164e+00,8.887178025641686574e-01
2.290651938073402505e+00,-1.924566461012125806e+00
1.513136639245608261e+00,-2.576829025161089248e+00
2.117122682688700408e+00,-3.579354596418729884e+00
1.701917374144390926e+00,-3.574566375920500416e+00
1.809232943951002648e+00,-3.949720923293344121e+00
9.627050037686852857e-01,-2.629006535126097166e+00
3.441353432986975491e+00,-3.099254007040288528e+00
6.922865511665566629e+00,2.562694803428692047e+00
2.684050509175257559e+00,-2.138794080798382069e+00
6.948621255150166043e+00,2.049454047959567760e+00
1.902192718833988438e+00,-2.892208846168429215e+00
-1.616692128166648423e+00,-4.416935018995085116e+00
3.131939222015754698e+00,-1.635522007691777802e+00
5.006332802731759735e+00,7.001743728262352917e-01
1.000427912383400830e+01,4.443356586676381781e+00
1.031910254671304195e+01,4.029448274943312924e+00
9.937098740776786343e+00,4.244891042628074374e+00
9.431878229720334517e+00,4.062874707001707719e+00
8.865594840041049807e+00,3.322776420034745826e+00
9.388115003049737339e+00,4.063019601745281761e+00
7.200382354330057133e+00,2.038132837204500447e+00
9.855685582471776840e+00,3.694180591535928926e+00
4.752858685748123868e+00,-1.516875296814338192e+00
2.022467593095739868e+00,-2.947687736514072121e+00
5.348478395307917133e+00,4.257720581209216704e-01
5.002626083496936715e+00,1.402191321590565920e+00
9.785726543299672286e+00,4.967274514179999656e+00
1.025231608266084393e+01,4.216918158904524816e+00
9.304887053413517961e+00,3.731334261801467989e+00
5.254681524087073008e+00,-3.186941559845202221e-02
7.642087296892203341e+00,3.036547477064472034e+00
7.264703780686906143e+00,2.019330780621658050e+00
8.679115086771894028e+00,2.598864308141493495e+00
2.913455670669814701e+00,-2.923764544563706380e+00
2.451507402850757966e+00,-2.961201226366095618e+00
5.014464299838599537e+00,4.477871990001318636e-01
1.260582313468632698e+00,-4.162710217085340503e+00
7.027762483231780877e+00,2.643208049333746423e+00
7.432859906122366134e+00,2.631709014877695374e+00
5.998084999848209975e-01,-4.330409879234902171e+00
6.009383445280561453e+00,8.092643047522383171e-01
3.318574252094331545e+00,-1.247046330515801937e+00
1.678668731653031987e+00,-3.798511607834056392e+00
6.718266255003809917e+00,9.331255306138626082e-01
1.104792828872972521e+01,4.218180903507251500e+00
9.720712129059730700e+00,4.058961404127854777e+00
3.819227865564470026e+00,-1.886240004262651482e+00
5.455004648676756496e+00,-1.238691824438569178e+00
1.706761661239184269e+00,-2.386332187270357785e+00
8.611253416937643124e+00,4.612329821285213072e+00
7.092045915238856857e+00,7.255840136479294600e-01
5.525917040815874870e+00,5.050821521743040776e-01
3.545514233920187053e+00,-7.788865074667441490e-01
-7.521939485618829302e-01,-4.369596828304481484e+00
6.657743543741474035e+00,2.085394484019697181e+00
8.158214468037355616e+00,2.150629028440716795e+00
7.555557527033752052e+00,3.319725029990578946e+00
8.831288685192246746e+00,3.920182909691105166e+00
9.221924330144416260e+00,3.785356055703601896e+00
3.885929575433924477e+00,-1.101080518260484364e+00
9.617205821846098956e+00,4.986081381676106261e+00
4.575810753439485623e+00,-1.693525712389364557e+00
6.460274816374511175e+00,1.489763858244801398e+00
7.998178381183088881e+00,2.663448778944248474e+00
1.149514387221192369e+00,-3.677758141340859765e+00
9.957076911050027235e+00,4.786816173760819026e+00
8.477424724591468674e+00,4.116277832012290361e+00
6.755639613215381978e+00,2.373110863817795568e+00
9.663761824494409680e+00,4.938109185419978786e+00
4.361726043468575398e+00,3.019098505263864141e-01
7.992638621290282686e+00,1.955723144774704991e+00
-3.801099912883654230e-02,-4.179398738295923899e+00
3.426329892560553425e+00,-9.438933529939275147e-01
6.681868333136350202e+00,2.261834323589556384e+00
4.628015942032768670e+00,-5.416919896476146690e-01
1.410332068745887124e+00,-3.161343010688721922e+00
6.126394325557935616e+00,1.381359163703509196e+00
3.362583468156360667e+00,-2.534035272298076347e+00
1.118328235114569802e+00,-4.226537699055925579e+00
1.049422188195979011e+01,4.613676307882084160e+00
3.089933784587120869e+00,-1.313824288344024538e+00
2.440205017148467270e+00,-1.977402398109924242e+00
4.644808034183494527e+00,2.143312974514870461e-01
1.007871398271395336e+01,3.892897757026576144e+00
6.678945125134475802e+00,2.875631104157225337e+00
4.020951730911496824e+00,-1.546075938262597482e+00
4.377586722667425434e+00,-2.953106417191933009e+00
2.479136797885444832e+00,-2.184355597819396255e+00
6.942174669851208790e+00,3.723132111238404818e+00
6.007200651391055857e+00,1.505836167893761512e+00
2.901238747450511468e+00,-2.455230195252213754e+00
4.979491932391226783e+00,1.689539897845133254e+00
7.085459771415173691e+00,1.133493566323984680e+00
6.121441820119532196e+00,-3.691190082916833148e-01
7.389150955191931658e+00,2.213798370139430816e+00
7.544541669564748254e+00,3.121441171330548769e+00
1.054590694021950092e+01,4.425246833448266415e+00
2.506876361420746768e+00,-2.339814580112785869e+00
7.181752295428863064e+00,2.323662276655262815e-01
3.871936411098726438e+00,-1.881657015597846261e+00
4.422410334302735890e+00,-1.194137063767017892e+00
9.451844753738004590e-01,-3.253063374876964176e+00
1.049132001906220957e+01,4.644182377922568605e+00
2.744397392094041876e+00,-2.545307188256366260e+00
6.072529985699480548e+00,-2.906900113563928301e-01
5.496836691905915728e+00,1.529459823127591100e+00
8.578161207128085053e+00,2.553458784497756540e+00
2.258631821825673569e+00,-3.221829193284485804e+00
7.318326336751892036e+00,1.921718345081107948e+00
5.966754235151842778e+00,-5.445059236770113387e-01
5.796342037978359230e+00,1.521636471909122434e-01
1.041838900876518181e+01,3.987726579405851624e+00
8.822065755436183210e+00,3.346658622223822377e+00
2.538564730129389879e+00,-2.522058607472510428e+00
4.224634440271641367e+00,1.144511800413835267e+00
4.249787569374280594e+00,-2.492027666710524336e+00
2.631530348072615322e+00,-2.743284153822023175e+00
6.263831706404726418e+00,1.458710485299496540e+00
9.488277886332943112e+00,3.093635984042773401e+00
8.313811693091416544e+00,3.930006425886920951e+00
2.338675183392378454e+00,-2.270525351924178814e+00
-3.105173680280215454e-02,-4.291570004774920122e+00
7.831516203963479583e+00,1.525785315749514481e+00
4.675255059529586532e+00,1.381149263373213643e-01
2.543599037869929802e+00,-3.635946115125443523e+00
7.239941980508896258e+00,3.444639179141631757e+00
3.267877325651245890e+00,-1.384961062303150747e+00
3.708307505410661786e-01,-3.878117382288838400e+00
2.842043678057047273e+00,-2.728734144546227647e+00
5.074331817350293816e-01,-3.971517907650659929e+00
6.782209957890735552e+00,1.051117765410989335e+00
4.847538335519707253e+00,-1.616570295429618831e+00
8.035074976124299440e+00,3.665744130985299165e+00
1.907903838716494826e+00,-2.758477867788318161e+00
4.334668324186568000e+00,-2.386757594588655440e+00
6.354677393871442703e+00,6.161516853958808326e-01
3.583019865570852502e+00,-2.208028217832846973e+00
4.093401356780217881e+00,-2.263022234206095717e+00
-6.433580204310378470e-01,-4.984796424493628919e+00
2.493775658633893055e+00,-1.792603938545690667e+00
1.053922621536819149e+00,-4.772000754656446908e+00
8.498407808824580911e+00,3.228367183214619018e+00
7.098450963005286773e+00,1.528199531658186672e+00
4.038001722606758825e+00,-1.990322036739087252e-01
7.815529556540797174e+00,3.320235606844928355e+00
3.416265929634599630e+00,-1.665036159210562250e+00
8.760631218890516436e+00,4.068454404729854090e+00
4.327918299984935269e-01,-3.932658964645282751e+00
2.920162696893163101e+00,-2.169470411332645732e+00
4.813759803365766032e+00,-9.128452461209137780e-01
6.783294171124505390e-01,-3.575951283405761849e+00
1.039263313794333010e+00,-3.403777899017124131e+00
8.641883423025795707e+00,4.924405297859662411e+00
3.097952101209908271e+00,-4.199789339088714435e+00
6.070330536323172765e+00,9.554860713107569126e-01
4.656079123215906002e+00,-1.320379243740826603e+00
9.017939722611952647e+00,4.445612634606053604e+00
9.016761817618755614e+00,2.640086685259700694e+00
9.619089198893030712e+00,4.761534479878516635e+00
9.133172166531711156e+00,4.315659262070317581e+00
1.172450454719317747e+00,-4.309501420564949115e+00
-4.371891419582023541e-01,-4.658763714261338507e+00
7.916681797077210092e+00,1.273627342946662466e+00
3.816898508450299765e+00,-1.673309615609608336e+00
8.779460836255870149e+00,2.912373745146298987e+00
7.437384418948679077e+00,3.384408583477602761e+00
5.056960769101441322e+00,-3.545539507800876677e-01
3.262212170777722520e+00,-2.542224691630201594e+00
3.912024782407827583e+00,-1.276751889557130593e+00
3.427045220611399934e+00,-2.187835089139569256e+00
8.985400794967662863e-01,-3.211022408618276813e+00
3.928981375531702458e+00,1.383349335394310486e-01
9.301283234731442917e+00,1.840553861441451389e+00
8.166576504370507195e+00,2.131927035956056926e+00
3.716306534048645638e-01,-3.533565844497359443e+00
4.504400235205499925e+00,1.537216996979804406e-01
7.967342434827640929e+00,2.955180560520187072e+00
4.637438120851265388e+00,1.111355197642097892e+00
6.406499281650807731e+00,2.138441586731296695e+00
2.883669191896660600e+00,-2.257141150874296898e+00
1.376476599092052888e+00,-4.020574183414979963e+00
6.562031144905321689e+00,-3.106539820263432006e-01
1.136451436981185115e+00,-3.166606441943527805e+00
-7.754515757258197972e-01,-4.806522797746016096e+00
1.371537114072573393e+00,-2.703866415813952706e+00
-5.365396518926717206e-01,-4.436040235192187708e+00
4.979809236756479685e+00,-5.949015570942322029e-01
2.544128241523730072e+00,-2.770368237459783778e+00
-5.578482444473608082e-01,-4.812919103600759918e+00
8.536168376772987898e+00,2.792227095001228676e+00
4.084572341204509627e+00,-1.375962535974701861e+00
3.569045620335971503e+00,6.952497802711228303e-01
-3.296423159377357415e-01,-2.728530948583265392e+00
3.981252565181395475e+00,-7.195814793269574849e-01
7.798429480976663442e+00,2.081450384391953179e+00
9.299449284515146630e+00,3.937717874235904247e+00
5.459207643498783291e+00,-5.972226420201387498e-01
9.993346222738304974e+00,4.623947424643828796e+00
3.384333867967874721e+00,-2.572561797685036566e+00
6.462747152748595347e+00,6.771295438271049960e-01
8.967660505328028719e+00,4.948098874439926576e+00
1.011986044516635275e+01,4.089446839359247576e+00
3.362569660349325140e+00,-1.874974237921736009e+00
1.321489392927895912e+00,-2.555928368646674720e+00
4.372077090952463108e-01,-3.696199269012423461e+00
4.435584787599855083e+00,-2.246770398239099631e+00
7.681293186147426511e+00,3.235854522233319486e+00
7.063953410215692230e+00,-2.336459951174560956e-01
8.106562455397677169e+00,3.919784995011964313e+00
8.950109777817790047e+00,1.662800321178714569e+00
3.351489757955913529e+00,-2.514716051425570420e+00
3.112902980321686108e+00,-3.206765616820300480e+00
6.899196535484122705e+00,2.207194461131479990e+00
9.341417637335558410e+00,4.547916785314953358e+00
1.353894724518335035e+00,-4.085682239519853098e+00
2.989331874922938503e+00,-1.855448461642005498e+00
2.669831356327485583e-01,-3.087297201830876414e+00
6.282422082028798371e+00,1.851553096282232858e+00
-8.940705406094797691e-01,-4.268034584981141855e+00
2.610019226406999238e+00,-3.199474870234556789e+00
-2.411851496705428310e-01,-4.299069335258640656e+00
4.834225688078086947e+00,1.381682361778372226e+00
3.381361035651234026e+00,-2.740640142232982690e+00
1.990455412666919166e+00,-3.936840689406443161e+00
3.383430758613642730e+00,-1.359511226696294983e+00
7.032479976497634233e-01,-4.784500501041907050e+00
7.075515848385624196e+00,3.519167466632556085e+00
1.453746457454338170e+00,-2.562340066365290880e+00
9.197788149760167897e+00,3.535880577265317015e+00
2.502115837307659518e+00,-7.431453068194873168e-01
6.732056694488174564e+00,8.280527683126015503e-01
1.038973137574979688e+01,4.658042305351109746e+00
4.720261519190454003e+00,7.332115722971321858e-01
4.996615035585078246e+00,-9.357343201655616838e-01
3.254741374202480664e+00,-9.987160967869703754e-01
1.082569451561236740e+00,-3.983231401296150942e+00
3.622236353282105581e-01,-4.584013702070172336e+00
8.393791138871067758e+00,2.616341224929222165e+00
5.911249644970447470e+00,1.014591971747266896e+00
4.134822549171149220e+00,9.062221043076874594e-01
1.257272322742505999e+00,-2.201113441179024299e+00
4.645036380867830772e+00,-1.660215682778343194e-01
4.768980366300495710e+00,2.820486773902688427e-01
7.111971838672543456e+00,2.465490299715673572e+00
8.063352416314817361e+00,1.986799734739976842e+00
9.024161357877519052e+00,3.707248244839158602e+00
5.199020490271236916e+00,7.469343824791536690e-01
8.347444379940714754e+00,4.455600867831364553e+00
4.857749736572051447e+00,-9.206486098768298376e-01
7.635039564703044235e+00,4.281972105508238258e+00
6.850336170975821481e+00,2.632748325620864804e+00
5.880951357269445623e+00,1.862194804769139012e+00
3.037276055719643764e-01,-4.396244816972158631e+00
8.699777711143978465e+00,2.878445327580417157e+00
5.398668295297839315e+00,1.328654260828567857e-01
-9.669872609025755850e-01,-3.298481732583971038e+00
5.468544166528136685e+00,6.927298206552343629e-01
7.464933815466592293e+00,3.361059947135462522e+00
9.192427289283532588e+00,2.179785597968900923e+00
5.141892015923807957e-01,-3.592452644254890970e+00
5.523936980065718316e+00,9.669096380193220597e-01
1.564911305736645497e+00,-1.494624976853018428e+00
7.150886890357567083e+00,1.269820965204887742e+00
1.789381110218601911e-01,-4.912541194111974541e+00
2.057522299812197808e+00,-2.788098413193359271e+00
4.248735688797945720e+00,1.129598333645680519e+00
8.221151513224262075e+00,4.505444186504632853e+00
5.934569135597187461e+00,1.657477097805724497e+00
2.868255802491178841e+00,-1.188369059931821070e+00
5.775994486903233138e-01,-4.293438181425315747e+00
3.621751395018285802e+00,-2.284859026877819943e+00
7.615642979464194440e-01,-4.780616354882139873e+00
5.363358249515945531e+00,4.137721097545234983e-01
3.329920879007575607e+00,-3.039564142367903177e+00
1.933784494802178511e+00,-2.552449680522318687e+00
1.830621727398960896e+00,-2.332113944945844786e+00
2.969916627861767466e+00,-2.695180407531566402e+00
1.006048220639908131e+01,2.639584095150179444e+00
3.007105192855633824e+00,-2.818115858927544792e+00
2.237347583740608492e+00,-4.395983727536685315e+00
5.583347993682094668e+00,-4.008587969950214713e-01
1.193495016900739714e+01,4.925637080470169238e+00
7.047108883701238113e+00,-1.433426501929750074e+00
7.439249863269372653e+00,3.235894180045331581e+00
1.105288527084722894e+01,4.667175567807211323e+00
6.587328020098187409e+00,1.890172958508889778e+00
2.534623086043421125e+00,-1.211717306666265870e+00
4.158593279232984941e+00,-1.086517118311411956e+00
3.144647332273343032e+00,-1.013152768835779760e+00
6.909197239698072757e+00,1.182411348742804513e+00
6.235713306336951867e+00,2.338041604071196211e+00
6.545101784550247714e+00,4.175367515726566836e-01
2.216254012365936443e+00,-1.941460944785238230e+00
9.825648775087666209e+00,3.872845615622665605e+00
4.460646455664997845e+00,-4.302808656074352811e-01
1.991717131167781485e+00,-1.845941969820135142e+00
9.839578102170385421e+00,4.657336810637126234e+00
5.527182314811668995e+00,2.533231208737118934e-01
3.709570179816616076e+00,-2.014533446672400530e+00
1.938650016833082912e+00,-3.877517834484942583e+00
4.241452857335122673e+00,-1.191000871190706079e-01
2.736232050188338150e+00,-3.123614464002406610e+00
5.764779043243176027e+00,1.987176757000939986e+00
6.865552905076150125e+00,1.206280586563788226e+00
-1.390170491696578470e+00,-4.878052964322142415e+00
4.712176610808483268e+00,5.725977593507547425e-02
4.566547899306198310e+00,1.027761925400350052e-01
1.390016815095132419e+00,-3.437934313474126036e+00
2.666975807753340089e+00,-2.734226746311796408e+00
2.732336469407508961e+00,-1.993343408607075595e+00
-3.163512322478045924e-01,-4.196176577079992143e+00
6.001505624109620740e+00,-2.646174064877850896e-01
7.137235816220654172e+00,2.538485570301240557e+00
4.037853220782653629e+00,-1.817521015304834897e+00
4.372593678149589103e+00,-4.893894297215428679e-02
9.678429042976132379e+00,4.914693617674961601e+00
6.248102452908512738e+00,1.726724625129105739e+00
8.572391061154096548e+00,2.582089946865970376e+00
3.482219010017712613e+00,-1.894626446440905720e+00
1.988269461811425609e+00,-1.861145229370305465e+00
8.016501643302020863e-02,-4.173826808849279146e+00
4.423914768112787499e+00,-4.510525496314325977e-01
1.407022864865590250e+00,7.711421102886636625e+00
1.987758731298063353e+00,7.520020178081051831e+00
3.603161442664054026e-01,7.192602429178785783e+00
